"TBARS" "X411.654" "X415.222" "X418.788" "X422.351" "X425.911" "X429.469" "X433.024" "X436.576" "X440.125" "X443.672" "X447.216" "X450.757" "X454.295" "X457.831" "X461.363" "X464.894" "X468.421" "X471.946" "X475.467" "X478.987" "X482.503" "X486.017" "X489.527" "X493.036" "X496.541" "X500.044" "X503.543" "X507.041" "X510.535" "X514.027" "X517.516" "X521.002" "X524.485" "X527.966" "X531.444" "X534.919" "X538.391" "X541.861" "X545.328" "X548.792" "X552.253" "X555.712" "X559.168" "X562.621" "X566.072" "X569.519" "X572.964" "X576.407" "X579.846" "X583.283" "X586.717" "X590.148" "X593.576" "X597.002" "X600.425" "X603.845" "X607.263" "X610.677" "X614.089" "X617.499" "X620.905" "X624.309" "X627.710" "X631.108" "X634.504" "X637.896" "X641.286" "X644.674" "X648.058" "X651.440" "X654.819" "X658.195" "X661.569" "X664.939" "X668.307" "X671.673" "X675.035" "X678.395" "X681.752" "X685.106" "X688.458" "X691.807" "X695.153" "X698.496" "X701.836" "X705.174" "X708.509" "X711.842" "X715.171" "X718.498" "X721.822" "X725.143" "X728.462" "X731.778" "X735.091" "X738.401" "X741.709" "X745.014" "X748.316"
"e08_1" 30.0100002 6237.417 6741 7153.083 7705.167 8393.75 8987.5 9527.917 9734.75 10007.25 10306.416 10556.416 10874.666 11266.917 11558.25 11865.334 11919.916 11720.084 11406.334 11044.333 10820.416 10669.584 10380.916 10183.083 9994.584 9855.166 9803.833 9671.333 9537.667 9250.584 9021.5 8705.75 8427.583 8120.3335 7785 7406 7106.667 6780.417 6470.25 6172 5835.583 5510 5300.667 5041.75 4887.583 4828.5 4596.917 4203.6665 3874 3518.3335 3223.8333 2977.3333 2731.5 2525.1665 2335.75 2163.4165 2071.5 1893.3333 1814.5 1712.6667 1619.9167 1532.25 1443.1667 1323.4167 1245.25 1143.3333 1043 988.166626 948.5 861.666626 797.5 751.5 689.25 646.833374 599.333313 569.666626 531.666626 495.416687 459.5 434.25 426.166687 393.916687 355.416687 327.3333435 313.8333435 335.25 294.583313 301.6666565 278.083313 273.083313 250.5 230 233.5833435 222.75 201.5 198.0833435 181.9166565 174 173.6666718 149.3333435
"e08_4" 57.0299988 5150.667 5832.75 6603.1665 7198.917 8011.75 8918.834 9845.083 10559.916 11072.5 11559.584 12043.166 12505.167 13043.584 13499.833 13935 14301.916 14530.666 14338.666 13864.916 13666.25 13330.5 13024.333 12740.584 12385.584 12107.084 11876.916 11602.084 11431.333 11167.25 10927.334 10495.584 10090.416 9703.166 9370.25 8950.834 8553.416 8194.5 7823.583 7487.083 7132.25 6750.6665 6378.583 6071.417 5800.167 5670.5 5588.9165 5363.833 4906.667 4470.75 4124.5835 3769.1665 3522.5835 3255.1665 2992.5 2774.6665 2573.5 2424.9165 2279.5 2162.9167 2057.9167 1967.5 1832.5834 1710.75 1606.3333 1460.25 1376.3333 1277.9167 1199.0833 1140.5 1069.9167 966.916626 907.583374 850.833374 796 744.833374 702.5 662.166626 617.916626 571.75 540 508.25 459.75 431.5 411.083313 379.75 372.75 359.083313 333.083313 325.4166565 313.666687 282.25 264.666687 253.3333435 238.6666565 224.0833282 210.5833435 211.5 207.5833435 185.5
"e08_8" 34.2799988 7478 8833 10172.334 11516.834 13041.75 14797.166 16416.418 17777.418 18759.5 19561.75 20402.918 21210.334 21939.332 22667.918 23332.332 23825.168 24122.832 23569.5 22752.416 22151.25 21456.418 20769.832 20202.168 19504 18944.25 18329.5 17756 17211.168 16687.668 16072.834 15391.5 14736.666 13989.834 13324.917 12726.75 12077.834 11438.917 10860.667 10260.167 9712.5 9123.666 8639.833 8180.333 7828.167 7542.25 7393.083 7086.917 6457.0835 5860.917 5381.1665 4905.583 4532.417 4181.25 3817.5835 3556.5833 3280.75 3051.9167 2905.5 2697.4165 2555.75 2429.75 2235.5835 2129.3333 1944.5 1821.0833 1662 1540.6666 1456.5833 1384.5834 1294.3333 1179.5834 1081.75 1009.0834 943.75 876.5 821.416626 763.416626 717.583374 667.833374 617.833313 583 536.833313 497.916687 471.583313 430.9166565 435.5 412.166687 367.166687 365.1666565 334.75 318 297.916687 288.75 263.5 254.4166718 231.5833282 234.1666718 226 201.75
"e09_1" 59.9799995 3568.6667 4021.6665 4292.583 4680.083 5200.5835 5692.917 6133.833 6575.5 6873.333 7275.25 7651.25 7993 8349 8763.166 9085 9239.916 9248.916 9065.25 8806.75 8884.834 8830.666 8707.583 8543.25 8579.917 8595.417 8574.75 8611.333 8605.917 8468.833 8360.75 8134.167 7877.417 7663.083 7426.333 7171 6886.583 6659 6340.917 6124.083 5846.667 5514.5 5261.917 5049.6665 4987.6665 4928.75 4681.083 4294.8335 3886.8335 3627.3335 3321 3057.9165 2859.6667 2644.6665 2411.6665 2279.8335 2112.75 2022.0833 1913.8334 1812.9167 1702.3333 1584.8333 1495.6667 1389.75 1276 1188.25 1082.3334 1051.1666 996.083374 925.666687 826.583374 790.166687 717.833374 674.25 621.666626 602.666626 551.166626 517.416687 485.666687 452 432.9166565 396.25 364.75 345.166687 327.5833435 350.1666565 312.5 303.75 264.5 281.666687 253.9166565 236.5833435 221 208.75 191.3333435 172.75 167.0833435 165.3333282 157.3333435 148.5
"e09_4" 74.5800018 3916.0835 4484.667 5019.1665 5441.5 5959.583 6564 7114.5 7640.3335 8053.167 8367.583 8838 9219.666 9628.084 10104.584 10459.25 10857.5 11110.666 11045.917 10818.334 10722.25 10599.666 10538.5 10409 10375.834 10322.417 10322 10287.75 10336.75 10372.5 10283.834 10071.167 9883.917 9683.084 9336.084 9033 8765 8441.333 8127.083 7812.583 7520.8335 7125.8335 6775.3335 6508.25 6245.6665 6130.667 6022.25 5784.4165 5304.5835 4839.417 4476.083 4103.083 3798.75 3512.9165 3248.75 3028.1665 2801.25 2625.75 2471.4167 2341.25 2202.75 2063 1953.4167 1802.3333 1679.5 1547.0834 1455.5833 1348 1257.3334 1193.1667 1107.5 1011 937.75 871.5 815.833313 769.666626 715.333313 667.083313 623.5 588 541.833374 511.75 473.25 438.333313 409.583313 379 375.0833435 352.166687 326.6666565 323.333313 300.666687 278.3333435 253.8333435 245.6666565 235.4166565 212.1666565 207.8333435 205.75 197.5 176.9166565
"e09_8" 43.6699982 5375 6166.5 6970.917 7538.25 8271.5 8992.5 9749.084 10355.167 10865.75 11257.75 11684.083 12176.25 12654.666 13158.166 13547.083 14071.25 14309.5 14151.833 13914.5 13689.75 13418.333 13209.333 13023.416 12829.416 12637.916 12458.416 12321.416 12185.584 11986.834 11797.083 11480.5 11174.916 10783.584 10463.834 10012.75 9678.166 9290.334 8926.084 8516.75 8121.833 7754.917 7348.833 7038.75 6769.917 6596 6502.417 6289.583 5749.75 5276.417 4825.6665 4492.0835 4132.9165 3831.0835 3539.4165 3297.9165 3036.4167 2837.0833 2685.25 2579.5 2411.5835 2289.5833 2147.9165 2028.5833 1866.25 1724.5834 1619.6667 1499.25 1397.4167 1344.5834 1256.5 1152.8333 1061.75 995.583374 925.333313 872.5 810.666687 758.083313 722.916626 662.833374 622.916687 576.583374 537.5 503.583313 468.583313 443.333313 429.75 401.75 381.666687 366.333313 338.5833435 315.166687 303.416687 287.916687 274.833313 250.9166565 239.4166718 227.4166565 228 206.4166718
"e10_1" 44.25 3940.75 4293.5835 4467.0835 4754.25 5099.833 5575.083 5888.8335 6172.833 6510.583 6827.25 7142.5 7472.333 7749.917 8116.167 8381.5 8478.084 8494.667 8278.417 8154.833 8084.25 8010.167 7911.75 7970.5 7956.3335 8001.5835 8039.833 8053.417 8130.5 8029.75 7924.917 7771.5 7594.083 7326.667 7139.75 6823.6665 6627.9165 6338.583 6116.833 5858.667 5567.917 5315.083 5065.1665 4866.1665 4778.25 4698.25 4501.9165 4116.8335 3746.6665 3447.0835 3184.6665 2916.75 2702.4165 2475.0835 2291.6667 2134.4165 2008.4167 1869.9167 1775.5834 1652.3334 1586.3333 1483.25 1392.6667 1288.75 1178.5833 1107.5833 1006.25 957.833374 901.083374 833.333374 773.5 721.083313 668.583313 619.166687 565 516.916687 506 472.416687 447.333313 413.3333435 397.25 358.666687 331.666687 311.4166565 294.083313 308.916687 280.9166565 279.083313 251.6666718 250.8333435 229.1666565 223.4166718 208.6666565 198.3333282 190.4166718 180.4166718 163.1666565 153.0833435 159.9166565 142.3333282
"e10_4" 65.8899994 3552.4167 4137.6665 4702.833 5224.6665 5850.5835 6540.583 7193.917 7809 8316.25 8786.584 9245.666 9700.417 10195.583 10687.917 11072.75 11497.416 11720.333 11700 11481.334 11337.333 11188.833 11097.25 10942.666 10887.5 10737.917 10689.083 10611.416 10635.667 10562.334 10472.334 10270 10000.25 9685.5 9438.167 9108.667 8802.166 8464.5 8140.083 7814.833 7472.583 7165.917 6815.25 6512 6290.333 6164.9165 6040.25 5796 5342.667 4876.667 4482.0835 4124.9165 3811.25 3510 3250.6665 3021.5833 2783.3333 2636.5 2492 2375.8335 2246.1667 2107.9165 1956.25 1844.6667 1719.9166 1610.5 1496.9167 1385.5834 1301.9166 1225.6666 1133.75 1059.5 982.083374 923.583313 845.666626 795.333374 735.666626 700.25 647.833313 606 565.25 523.25 484.833313 463 429.4166565 399.9166565 393.75 370.666687 343.1666565 343 312 298.083313 265.5 261.166687 236.75 224.4166718 214.9166565 209.75 206.0833435 187.0833435
"e10_8" 42.5099983 5093.0835 5919.167 6830.083 7601.3335 8509.084 9482.167 10450.334 11247.334 11959.333 12473.167 13066.333 13612.916 14149.5 14675.5 15191.666 15661.334 15880.916 15730.916 15393.25 15080.166 14785.167 14548.5 14287.25 13946.584 13696.416 13501.25 13305 13065.917 12912.25 12644.5 12253 11927.5 11507.916 11134.416 10646.584 10273.916 9827.916 9448.084 9005.25 8609.583 8186.083 7762 7427.6665 7119.5835 6947.667 6862.417 6555.167 6043.75 5499.8335 5057.917 4665.4165 4353.25 4008.25 3696.1667 3435.75 3184 2982.5833 2823.9165 2661.25 2512 2374.0835 2217.3335 2084.75 1944.0834 1786.3333 1675.4167 1555.3334 1459.9166 1407.9167 1282.0833 1182.25 1101.5834 1013.9166 959 894.083313 827.75 775 732.25 675.333374 642.75 597.333374 541.416687 503.8333435 483 437.416687 431.166687 414.8333435 387.0833435 371.5 351.416687 324.25 294.916687 296.416687 266.0833435 259.083313 246.3333282 238.1666565 225.25 212
"e11_1" 28.6000004 5465.75 5927.6665 6200.6665 6672.75 7187.083 7720.333 8084.083 8369.25 8571.916 8830.75 9030.833 9314.5 9598.833 9803 10065.083 10062.084 9809.583 9532.25 9248.5 9070.75 8965.084 8739.5 8538.084 8439.916 8390.333 8362.334 8319.667 8215.083 8073 7898.25 7653.3335 7429.0835 7150.583 6871.5 6560.833 6311.417 6037.3335 5746.75 5508.4165 5204.083 4941.583 4718.333 4465.5835 4374.3335 4266 4103.5835 3725.25 3403.9167 3133.6665 2876.5835 2668 2433.5835 2234.8335 2084.25 1917.5 1783.4166 1671.5 1592.75 1521.5 1413 1323.5833 1244.6667 1156.5834 1037.1667 971.25 905.166626 836.5 798.333374 748 668.416626 631.75 597.833374 545.583374 495.666687 464.666687 442.416687 410.083313 391.166687 366 357.666687 321 288.3333435 268.166687 266.6666565 290.083313 261 258.4166565 232.5 233.5 209.9166718 205.9166565 193.3333282 183.1666718 169.75 163.0833282 154.1666565 143.0833282 143.8333435 135.5
"e11_4" 53.8800011 5891.833 6728.083 7580.5 8200 9039 10041.5 10909.584 11612.416 12107.167 12485.666 12898.5 13314.334 13734.834 14173 14515.667 14799.5 14979.083 14666.416 14242.333 13864.666 13512.334 13199.667 12864 12607.75 12319.834 12022.834 11860.5 11654.166 11474.916 11170.666 10801.666 10460.666 10070 9659.75 9302.334 8857 8467.75 8091.8335 7720.75 7368.75 6976.583 6627.833 6311 6037.417 5859.6665 5755.833 5515.167 5066.417 4609.25 4202.4165 3898.1667 3589.8335 3314.3335 3065 2825.5 2631.8335 2466.5 2315.6665 2177.5 2076 1926.75 1793.25 1698 1576 1458 1328.8334 1259.8333 1170.3333 1120 1046.25 949 885.916626 830.333374 770.5 705.583374 665.333374 626.833374 579 543.583374 514.666687 481 435.416687 416.833313 397.666687 364.083313 359.8333435 338 316.5833435 323.5 299.666687 277.4166565 252.0833435 241.5 225.0833282 213.75 191.6666718 207.3333282 194.6666718 177.9166565
"e11_8" 46.5499992 6619.9165 7633.417 8658.667 9612.084 10813.416 12198.25 13442.666 14457.084 15229.083 15833.417 16435.832 17098.5 17628.332 18227.082 18693 19130.168 19375.416 19001.668 18399.25 17818.168 17384.918 16960.666 16467.834 16024.666 15533.583 15202.834 14730.834 14416.583 14043 13620.667 13098 12585.916 12045.834 11547.334 11045.666 10521.084 10032.5 9533 9077.833 8590.25 8174 7745.0835 7339.75 7029 6847.8335 6712.167 6442 5871 5338.083 4918.417 4520 4180.417 3876.1665 3572.5835 3308.1665 3095.1665 2902.25 2718.3335 2552.0833 2421 2268.5 2118.6665 1995 1849.5833 1710.9166 1591 1473.4167 1394.25 1321.5 1229.9166 1140 1041.1666 970.583374 914.083374 846.166626 798.666626 745.25 695.083374 643.75 614.083374 569.5 519.583313 497.0833435 458.3333435 425.833313 423.25 397 369.75 361.9166565 341.166687 314.583313 290.4166565 285.416687 269.083313 243.75 233.25 230 221.3333435 198
"e12_1" 32.7700005 5800.3335 6216.917 6617.0835 7085 7678 8221 8554.833 8808.667 9006 9236.334 9452.916 9695.5 9979.167 10285.416 10470 10476.5 10235.584 9979.584 9591.834 9534.333 9376.584 9157 9036.166 8947.833 8856 8825.75 8796.75 8717.75 8588.75 8415.833 8166.583 7875.583 7605.167 7245.75 6952.167 6692.5835 6432.333 6154.083 5858.167 5532.833 5244.333 5036.917 4798.5 4643.083 4606.5835 4360.8335 3976.8335 3604.1667 3306.0835 3065.25 2799.4165 2577.5835 2410.1667 2174.5833 2041.75 1888.75 1772.0833 1672.6666 1586.4166 1480.6666 1381.0833 1307.5834 1199.0834 1091.0834 1016.9166 944.916626 880 835.416626 761.25 701.833313 672.333374 620.416687 572 538.166626 499.833313 457.416687 436.8333435 401.5833435 381.166687 372 329 299.3333435 290.333313 254.5833435 285.75 263.75 259.416687 228.75 237.5 221.5833282 206.0833435 202.5833282 184.9166565 171.3333435 165.75 161.5 145.0833435 152.0833435 138
"e12_4" 44.5800018 5965.25 6830.9165 7603.8335 8262.334 9068.584 10017.25 10848.75 11498.666 11906.584 12302.75 12617.75 13014.917 13312.334 13630.75 14002.334 14282.5 14334.5 13957.334 13477.167 13170.25 12795.584 12475 12162.25 11868.5 11653.334 11490.083 11302.25 11095.416 10957.083 10709.5 10423.084 10005 9658.834 9307.25 8924.25 8502.917 8117.5 7786.5835 7400.75 7057.583 6661.917 6308.417 6055.667 5763.833 5558.083 5466.0835 5236.167 4806.75 4354 3994.75 3675.25 3357.75 3123 2862.5 2656.75 2449.5835 2266.3333 2155.25 2020.9166 1913.5834 1786 1669.5 1557.4166 1454.8333 1330.9167 1222.0834 1137.1666 1074 1001.9166 953.666626 855.75 804.75 744.833374 695.25 638.833374 601.583374 568.666626 523.666626 488.5833435 454.916687 420.416687 385.75 370.333313 337.666687 328.583313 326.166687 310.583313 292.8333435 282.9166565 264.416687 249.6666565 227.5833435 219.75 212.4166565 190.9166565 179.9166565 189.5833435 177.25 158
"e12_8" 36.7900009 6593.667 7534.167 8425.084 9329.75 10412.167 11585.417 12744.166 13624.25 14259.584 14734.75 15302.75 15802.75 16350 16930.832 17434.832 17842.082 17952.166 17626.168 17067 16585.332 16137.916 15735.167 15317.5 14873.834 14481.834 14205.916 13774.833 13398.583 13091.25 12756.5 12302.416 11802.417 11296.667 10826.25 10336.25 9887.75 9420.166 8901.5 8494.667 8069.75 7645.0835 7210.833 6891 6579.5 6386.0835 6258.1665 6016.5 5469.5 5014.667 4597.6665 4175.583 3888.5 3585.1665 3300.25 3031.8333 2843.5835 2632.4165 2499.0835 2348.0835 2216.4165 2089.8333 1945.9167 1839.75 1692.4166 1565.5834 1466.3333 1349.25 1276 1210.1667 1125.6666 1038.0833 947.75 894.083374 835.833374 779.583374 715.5 671.666626 655.916626 584.916626 555.75 515.333374 478.833313 447.8333435 422.083313 391.75 384.4166565 365.5 343.666687 331.75 311.5 289 274 255.6666565 245.5833282 223 213.1666718 211.25 203.8333282 187.5833435
"e13_1" 30.6399994 3897.75 4201.25 4404.417 4728.0835 5078.667 5491.5 5806.167 6113.333 6310.083 6681.833 6989.667 7287.5 7600.333 7856.6665 8186.917 8326.417 8288.333 8055.167 7913.5 7899.25 7868.5 7776.333 7746.417 7791.0835 7797 7875.75 7885.5 7928.417 7864.333 7756.75 7584.333 7414.667 7186.1665 6970.917 6663.917 6449.5 6186.25 5970.667 5687.667 5424.667 5176.5 4958.25 4735.083 4661.5835 4543.25 4357.667 3993.25 3648.4167 3367.5833 3105.25 2863.1667 2596.8335 2389.9165 2206.1667 2069.5 1924.4167 1811.5 1737.4167 1612.9166 1540.8333 1428.8333 1370.5834 1241.75 1127.0834 1067.4167 991.583313 914.5 882.833313 824.083313 727.75 687.25 632.583313 592.416626 549.833313 502.5833435 489.666687 445.0833435 431.083313 389.25 377.583313 351.75 306.0833435 307.333313 268.833313 297.75 274.5 267.3333435 233.9166565 254.8333282 230.25 201.1666565 189.4166718 190.5 173.6666718 167.25 161.8333282 147.0833282 152.25 135.3333435
"e13_4" 65.5899963 4078.9165 4648.167 5217.833 5656.4165 6154.3335 6765.333 7334 7834.1665 8174.5 8559.166 8929.167 9302.166 9679.75 10119.084 10534.917 10901.834 11143.5 11036.916 10855.584 10680 10623.5 10487.417 10375.5 10277.083 10275.584 10253.167 10293.083 10251.084 10320.75 10227 10067.25 9848.75 9613.75 9332.417 9059.166 8714.75 8391.75 8037.5 7781.25 7424.9165 7124.917 6799.75 6467.083 6233.417 6102.833 6006.25 5774.333 5301.833 4827.5 4446.417 4121.5 3790.0835 3515.5833 3241.5 3001.5835 2783 2629.5 2482.5 2369.75 2216.6665 2075.4165 1933.5 1819.5833 1709.1667 1581.25 1433.0834 1349.3333 1271.6666 1205.3334 1128 1020.0833 959.916626 884.75 821.916626 767.083313 723.25 674.666626 636.166626 595.833313 550.416687 513.416687 474.916687 441.583313 413.0833435 390.083313 382.166687 360.1666565 333.0833435 327.666687 305.333313 283.916687 258.1666565 253.5833435 238 218.9166718 201.4166565 209.5833435 202.3333282 179.6666565
"e13_8" 40.6100006 5604.583 6399.6665 7109.3335 7725.417 8380.25 9148.166 9818.25 10426.75 10787.666 11191.584 11481.666 11817.25 12188.5 12630.334 13017.75 13365.916 13485.75 13286.667 12983.666 12704.916 12489.5 12288.667 12091.167 11904 11682.916 11646.084 11569 11421.833 11347.333 11225.416 10997.833 10672.167 10378.666 9993.416 9675.584 9354.666 8940.584 8590.75 8235.667 7889 7459.4165 7104.5835 6789.667 6550.917 6382.1665 6294.833 6004.25 5505.083 5026.083 4633.25 4273 3958.4165 3659.4167 3371.6665 3122.25 2925.5 2725.6665 2569.5 2435.25 2273.3335 2168.8335 1993.0833 1884.6667 1746.5 1620 1499.5 1384.1667 1317.1667 1263.4166 1165.75 1063.3333 971 912.083313 849.583313 796.166687 739.083374 690.833374 650.083313 602.583374 562.166687 533.25 489.416687 453.083313 422.583313 402.8333435 397.583313 377 339.833313 341.25 314.25 281.416687 275.666687 253.4166718 247.1666565 223.9166718 216.5 214 208.4166565 178.25
"e14_1" 22.6800003 3597.25 3875.0833 4044.5833 4358.917 4681.333 5059.9165 5432.917 5690.167 5944.5 6278.333 6507 6856.167 7176 7436.8335 7786 7841.083 7824.3335 7687.917 7518 7483.333 7508.667 7401.833 7399.417 7434.167 7489.167 7584.917 7632 7756.5 7707 7654.25 7459.333 7310.583 7149.417 6881.167 6629.8335 6437.5835 6166.667 5959.417 5644 5430.5 5152.1665 4903.167 4733.083 4623 4550.917 4331.25 3944.8335 3595.6667 3337.6665 3040.6665 2792.75 2565.75 2366.4167 2169.75 2030.1667 1900.8334 1797.8334 1670.5 1575 1492.3333 1398.3334 1329.1667 1210.8334 1114.3333 1018.5833 952.583313 889.083374 837.833313 790.083374 690.916687 669.416626 600.416687 574.916687 520 495.166687 468.5 429.75 400.5833435 373.75 352.416687 329.25 301 288.833313 262.3333435 280.4166565 260 261.5 231 230.4166565 222.25 205.4166718 192.8333435 187.6666565 163.4166565 164.3333435 156.1666565 152.75 152.5833435 129.3333282
"e14_4" 57.9799995 4364.5 5001.0835 5715.833 6294.833 7006.75 7830.8335 8589.916 9241.083 9816.416 10253 10762.584 11240.084 11746.084 12333.833 12788 13217.167 13416 13292.666 13005.333 12827.584 12541.167 12398.75 12117.666 11912.916 11782 11597 11430.416 11324.834 11172.667 11004.917 10655 10372.917 10026.667 9684.084 9326.417 9002.334 8640.5 8297.166 7916.8335 7559.75 7189.167 6833.75 6579.833 6280.083 6125.6665 6022.8335 5799.167 5283.3335 4831 4436.75 4113.333 3778.75 3497.3335 3209.1667 2981.6665 2782.1667 2572.5 2461.1665 2312.5833 2202 2081 1950 1810.3333 1689.4166 1570.1667 1460.5 1364.6667 1275.6666 1199.3333 1133.8334 1039 962.916626 894.5 846.416626 777.583313 730.583374 684.75 643.916626 601.416626 562 519.5 493.1666565 460.666687 424.4166565 393.3333435 388.416687 358.916687 346.083313 334.333313 319 288.916687 265.75 255.4166718 242.5 224.8333435 215.3333435 214.5833435 205.8333282 189.9166565
"e14_8" 41.3499985 6321.5 7345.25 8314.917 9241.334 10285.834 11427.75 12513.166 13406.333 14066.084 14599.166 15205.167 15828.25 16384.416 16991.25 17544.168 18018.332 18349 18058.25 17621.75 17239.332 16883.75 16574.25 16221 15903.584 15607.584 15355 15097.25 14875.667 14680.166 14421.084 13997.5 13505.333 13100.5 12618.25 12165.334 11675.334 11159 10704.417 10283.584 9796.166 9296.167 8855.584 8456.667 8109.0835 7885.8335 7791.0835 7491.3335 6844.5 6243.3335 5761.333 5324.75 4939.75 4540.3335 4189.667 3889.5 3614.3335 3390.25 3194.8333 3036.5833 2830.25 2721.25 2539.5 2381.1665 2194.5833 2039.75 1899 1774.8333 1665 1583.8334 1475.6667 1363.5 1256 1170.75 1078.75 1017.25 953.833374 890.833313 835 756.333374 727.5 672 624.75 578 535.416626 518.333313 502.916687 470.0833435 439.833313 414.583313 391 363.333313 342.583313 327.833313 304 283.166687 268.25 262.333313 259.666687 232.6666565
"e15_1" 23.1100006 5067.6665 5531.4165 5779.5 6280.417 6811.1665 7370.583 7826.6665 8122.25 8325.666 8656.75 8890.333 9241.584 9562.416 9831.334 10160.25 10178.833 10021.167 9790.75 9474.166 9369.166 9199.917 8975.166 8903.416 8769.084 8777.5 8678.334 8716.417 8655.75 8476 8230.917 7991.417 7874.0835 7473.75 7232.6665 6999.083 6649.667 6390.4165 6068.1665 5838.833 5448.583 5237 4996.583 4809.667 4679 4605.1665 4388.333 3987.3335 3628.5 3338.3335 3067.8333 2867.9167 2622.75 2417.5 2211.75 2048.1667 1893.25 1817.5834 1720.3334 1638.25 1523.5834 1430.4167 1380.5833 1228.5834 1156.25 1060.75 985.166626 927.666626 866.5 809.166687 729.916687 701.916687 638.833374 598.166626 543.25 510.916687 491.166687 443.5 423.916687 403 393.0833435 359.333313 319.083313 289.5 287.333313 301.3333435 286 269.916687 242.5833435 259.583313 236.5 216.9166565 210.4166718 202.75 179.5 169.6666565 168.1666565 158.0833282 156.0833435 137.25
"e15_4" 40.4500008 6146.25 7078.3335 7896.417 8642.333 9547.084 10552.083 11479.166 12218.166 12746.75 13165.334 13621.25 14076.5 14484.916 14953.25 15358.75 15672.334 15842.084 15582.25 15022 14668.75 14310.75 13921.916 13569.084 13176.25 12894.666 12536.75 12310.5 12010.084 11832.5 11457.334 11110.166 10645.666 10262.834 9753.334 9365.5 8959 8574.833 8140.333 7778.417 7377.75 6982.3335 6581.667 6257.75 6004.25 5839.75 5728.167 5513.9165 5045.083 4566.25 4188.5 3864.75 3556.5835 3289.5 3021.5 2803 2605 2431.4167 2284.1665 2180.1665 2049.4167 1920.75 1787.4167 1682.6666 1575.3334 1465.8333 1339.5833 1239.1667 1171.4167 1114.5833 1045.0833 946.333374 885.833313 821.083374 772.166687 712 673.333374 635.916626 579.5 542.833374 515.166687 489 438.666687 419.666687 396.5 361.3333435 357.333313 347 322.5 323.5 295.666687 279.083313 253.5 257.25 236.5833435 219.4166565 203.5 203.25 196 177.4166565
"e15_8" 37.1599998 6913.5 8066.5 9158.834 10187.5 11568.334 12935.75 14287.75 15344.25 16140.084 16802.5 17504.75 18084.168 18712 19357.834 19920 20334.166 20530.668 20137 19457.582 18901.25 18368.75 17788.332 17316.084 16723.584 16234 15744.5 15274.334 14788.916 14411.75 13877.166 13344.666 12705 12202.5 11637.416 11095.75 10539.416 10010.084 9519.334 9051.5 8566.916 8107.5 7654.5835 7246.083 6946.9165 6747.5 6618.5835 6345.833 5795.083 5274.9165 4847.75 4482.0835 4106 3810.25 3510.5835 3222.4165 3016.0833 2821.1665 2672.5835 2505 2360.25 2253.0835 2094.3333 1965.3333 1833.25 1704.4166 1564.8333 1471.5833 1374.75 1327 1210.0833 1127.25 1036.3334 957.25 902.75 844.166626 789.666626 735 693.25 636.666626 603 562.333313 514.166626 482.25 458.75 434.583313 421.583313 402.0833435 370.333313 362.25 334.166687 308.333313 294.1666565 291.25 261.3333435 243.4166565 236.3333282 227.0833435 215.25 199
"e16_1" 19.6399994 6235.1665 6676.833 7073.5835 7698 8320.25 8906.666 9381.084 9582 9854.167 10133.584 10402.333 10721.416 11063.834 11265.084 11510.416 11613.5 11275.333 11003.416 10623.417 10419.5 10342.834 10035.417 9911.167 9869.584 9696.666 9623.417 9613.5 9561.166 9401.416 9133.417 8921.084 8558.583 8260 7931.333 7577.4165 7224.1665 7008.4165 6618.75 6284.0835 5898.083 5635.25 5308.667 5131.333 5008.833 4946.583 4671.083 4211.75 3855.3335 3537.5 3209.3335 2992.0833 2749.25 2521.1665 2289.5835 2161.5835 2010.9167 1885.75 1800.25 1650.3333 1569.5834 1488.3334 1391.1666 1245.1666 1135.9166 1077.5834 999 926.25 869.833374 807.5 753.833374 686.333313 640.416687 596.666687 552.666687 518.916687 496.666687 444.1666565 408.416687 392.5833435 388.666687 348.833313 325.8333435 300.166687 279.5 301.583313 277.5 270.4166565 250 244.6666565 235.25 203.1666565 217.9166565 199.6666565 167.6666565 169.6666565 168.0833282 154.5833435 156.4166565 142.6666565
"e16_4" 60.4500008 5702 6550.667 7320.833 7974.1665 8795.084 9688.834 10569.167 11178.916 11686.666 12075.916 12447.833 12838.916 13235.667 13640.416 13986.25 14351.584 14418.25 14149.666 13678.833 13392.25 13017.916 12811.667 12523.916 12277.75 12107.916 11886.834 11799.25 11593.416 11508.416 11299.833 10993.916 10651.75 10290.084 9847.416 9518.583 9145.166 8777.084 8385.75 8003.75 7644.1665 7248.0835 6890.75 6563.333 6248.083 6146.583 6002.167 5711.5 5265.5 4804.083 4407.8335 4059.25 3729.1665 3477.1667 3166 2933.6665 2717.0835 2543.8335 2398.5835 2267.0835 2130.5835 2013.6667 1878.5833 1760 1641.1667 1494.5833 1407.0833 1293.3333 1218.3333 1151 1081.25 976.5 911.583313 847.5 793.833374 738.333374 688.75 653 604.666626 557.166626 527.5 495.75 456.166687 422.666687 404.75 378.833313 362.166687 345.25 324 317.583313 300.5 267.8333435 257.3333435 248 236.0833435 217.6666565 205.0833435 205.25 195.4166718 178.25
